,Player,Component 1,Component 2
1250,Tina Charles,9.064167806936089,-2.6708741969917464
1251,Elena Delle Donne,7.147881151997899,-0.12590738219736308
1252,Nneka Ogwumike,9.078977640377907,-3.1705977998995247
1253,Angel McCoughtry,7.382270239403273,0.7268112918573759
1254,Maya Moore,7.652662171392087,2.351453128973098
1255,Breanna Stewart,8.971662445971969,-1.3640870705401509
1256,Diana Taurasi,6.198712337848955,5.124590944811517
1257,Kayla McBride,4.311681545128453,3.0244310688177425
1258,Jewell Loyd,4.998032946987076,2.1528699936637508
1259,Tayler Hill,4.306824113163701,3.6541158116620807
1260,Candace Parker,7.1438794427358125,0.48440310201507597
1261,Emma Meesseman,4.731491088254413,-0.7526029385043853
1262,Tiffany Hayes,4.649822271157763,1.4878570110701024
1263,Brittney Griner,5.445126362460579,-4.291035192786604
1264,Sugar Rodgers,4.475599419248446,3.590882685747631
1265,DeWanna Bonner,5.078753140687986,1.4300491876116077
1266,Odyssey Sims,4.230149000052943,3.0116546635080237
1267,Sylvia Fowles,6.196778407522644,-4.831128091990124
1268,Moriah Jefferson,3.1916232374002904,2.5493517789612694
1269,Kristi Toliver,3.7386162769152014,4.115511311389993
1270,Skylar Diggins-Smith,3.2111640699536923,2.406797568352958
1271,Cappie Pondexter,2.552805561194709,1.4827311030355994
1272,Alex Bentley,2.404673576084938,2.8652147722534305
1273,Sue Bird,4.034153186644952,4.182421927362129
1274,Tamika Catchings,3.9329722051701603,1.0703432076198678
1275,Chiney Ogwumike,4.3283180923499955,-4.357013133802522
1276,Penny Taylor,3.86161654252201,2.5859850158996216
1277,Karima Christmas-Kelly,4.845422649705027,-0.34227268784847187
1278,Elizabeth Williams,4.863362539072631,-5.084863031459778
1279,Plenette Pierson,3.4210871076422533,0.7104790030017011
1280,Jasmine Thomas,4.187148445989338,1.6572684794431705
1281,Candice Dupree,2.0973122653985716,-1.5499623377181473
1282,Glory Johnson,4.125868212175092,-3.135047559946196
1283,Seimone Augustus,1.7305427429627775,0.8294087150142343
1284,Alyssa Thomas,3.5926814073008395,-2.0203618126298424
1285,Monique Currie,2.7361704895011894,0.5521648119110392
1286,Layshia Clarendon,2.821592573773037,0.43883264458429855
1287,Aerial Powers,1.8453505361331153,1.2628424448662832
1288,Lindsay Whalen,1.4796071114900418,0.7217840806721167
1289,Shenise Johnson,1.9506164219182842,1.3745222614487211
1290,Briann January,2.5988021289085452,2.5377027478907
1291,Jantel Lavender,0.33802118331955155,-1.6669944848524179
1292,Lynetta Kizer,0.4988181826210144,-1.6250970771267286
1293,Crystal Langhorne,2.3064244954884625,-0.6329630594221682
1294,Allie Quigley,-0.205716360246485,2.0789545919973116
1295,Courtney Vandersloot,2.2716343820721385,2.270621313330617
1296,Stefanie Dolson,1.6106162112110531,-1.4204484931999883
1297,Alysha Clark,1.771693279528265,0.8868048688712369
1298,Dearica Hamby,1.3379662532323233,-1.6011940522169106
1299,Shavonte Zellous,1.1876168938528027,0.4832529879420108
1300,Tiffany Mitchell,0.8955283043143104,1.497151706062811
1301,Tamera Young,1.1232864642771663,-1.5342813414298961
1302,Erica Wheeler,0.9465052981185711,1.2161171332143441
1303,Marissa Coleman,1.751756360989314,1.5617088824540502
1304,Erlana Larkins,3.003641965526824,-3.5419056659914054
1305,Ivory Latta,0.32846152741511286,3.037914926895834
1306,Essence Carson,0.6160237879432241,1.3440795773751781
1307,Kayla Alexander,0.36302127644990534,-2.598433842172433
1308,Jamierra Faulkner,1.015712471429682,1.9525741380770907
1309,Camille Smith,1.4564229668556181,1.064063502079066
1310,Maggie Lucas,-1.0452939459099697,0.7566357453888133
1311,Courtney Paris,2.182207898520333,-5.0221112184895205
1312,Sancho Lyttle,3.3188299649468287,-2.7473342258246407
1313,Bria Holmes,-0.15725994063756218,0.6445136687963051
1314,Renee Montgomery,0.465254106417156,2.3098540425312093
1315,Rebekkah Brunson,2.1549730903167243,-2.8768317946121496
1316,Tierra Ruffin-Pratt,1.7146859666301726,0.10706198588303932
1317,LaToya Sanders,0.44960025642539747,-2.9718003063778085
1318,Alana Beard,1.7805953622589938,-0.05586586300669559
1319,Morgan Tuck,-0.658985095064379,0.5956991857584495
1320,Kiah Stokes,1.7622964956229945,-4.4493775142378755
1321,Jonquel Jones,0.3557272079282594,-1.9277818420184434
1322,Natasha Howard,0.3046098562856113,-2.0687565775500993
1323,Tanisha Wright,0.8370309355814357,0.5293239155055581
1324,Imani McGee-Stafford,0.953150526026989,-3.8227190778242215
1325,Bria Hartley,-0.38902551058410045,1.6842188107675384
1326,Brittany Boyd-Jones,1.1422879210846526,0.7678638667842064
1327,Jia Perkins,-0.14484224895171413,0.6148333378411444
1328,Kia Vaughn,-0.48609792422033443,-1.9741370125059068
1329,Courtney Williams,-1.1730120202090493,-0.2544416982627722
1330,Kahleah Copper,-0.6672097093604807,0.32200264874555773
1331,Kelsey Bone,-0.4157264003086848,-1.1180544547379434
1332,Jessica Breland,0.1477864396279532,-2.685662027741704
1333,Astou Ndour-Fall,-0.8543960365248338,-0.2518551728156994
1334,Chelsea Gray,-0.8604694820565183,0.9183985466552792
1335,Leilani Mitchell,-1.1973105975919995,1.9037849244840523
1336,Erika de Souza,-0.12597811838510856,-2.8260043143148925
1337,Haley Peters,-1.0890054536000837,0.45931669035926476
1338,Natasha Cloud,0.5020431589315906,1.5030321652235603
1339,Rebecca Allen,-1.6031406453991937,0.6675408118635417
1340,Marta Xargay,0.3286367236893257,1.2930278618657087
1341,Ramu Tokashiki,-1.3090887780006155,-1.4022303323994494
1342,Swin Cash,-0.2324772910855572,-0.9562282877092779
1343,Devereaux Peters,-1.4617876862944785,-1.4516705721178886
1344,Kaleena Mosqueda-Lewis,-1.9453453887794936,1.6957123602139
1345,Carolyn Swords,-0.5756085040171557,-2.735521321437897
1346,Epiphanny Prince,-2.3960774913827634,1.2616416174569365
1347,Sonja Petrovic,-1.0098295477484949,0.139941187385933
1348,Sydney Colson,-0.5950173581841216,0.6185051189527297
1349,Amanda Zahui B,-0.9314561636282983,-1.5572917221994718
1350,Carla Cortijo,-1.921824947819259,1.2218947401463247
1351,Tianna Hawkins,-1.5990325485035233,-0.13832911862667385
1352,Erin Phillips,-1.9055096134646976,1.2574633629359586
1353,Jayne Appel Marinelli,0.741381488785815,-2.402303868514849
1354,Cheyenne Parker-Tyus,-1.8502698247665441,-2.1460891711490824
1355,Shekinna Stricklen,-2.7235053291814766,1.3660150170957248
1356,Theresa Plaisance,-1.955438921916574,-0.24818233782168303
1357,Vicki Baugh,-1.7211420872871301,-2.3381559014676525
1358,Lindsey Harding,-1.6495382950570996,0.5836279011796512
1359,Jordan Hooper,-2.7994810431190613,1.2789990822757409
1360,Rachel Banham,-2.9262408534672817,1.4043340043702683
1361,Natalie Achonwa,-2.9801829605562604,-1.273732916455442
1362,Alex Montgomery,-2.0877677531655396,0.43810076369391693
1363,Reshanda Gray,-2.4645159721297714,-1.995079608717793
1364,Janel McCarville,-1.6207714699102038,-0.7065307853085627
1365,Jazmon Gwathmey,-2.4831571301462954,0.22346489050995463
1366,Matee Ajavon,-2.159836086827493,0.021775721444048317
1367,Meighan Simmons,-3.696195959180161,1.4081898236187502
1368,Isabelle Harrison,-2.998479742225306,-1.3856350882496722
1369,Jenna O'Hea,-2.8144980381524447,1.058220926544932
1370,Asia Taylor,-3.7066066634530985,-0.8531702242367663
1371,Ana Dabovic,-2.569074454674192,0.39704781075160295
1372,Mistie Bass,-2.1934420988593164,-1.0779666953197722
1373,Tiffany Bias,-3.708771079091902,1.0357714270647211
1374,Clarissa Dos Santos,-2.7805417422401235,-1.0537617164195197
1375,Anna Cruz,-2.8201680688813013,1.701033921128414
1376,Keisha Hampton,-3.5206874122332303,0.9863282599641391
1377,Markeisha Gatling,-2.90438533657641,-1.3404147131992832
1378,Evgeniia Belyakova,-3.344338238243929,0.5975357203191796
1379,Ally Malott,-3.5903363836094564,0.7718286594316744
1380,Shoni Schimmel,-3.9580600519308047,0.9777357423045047
1381,Adut Bulgak,-4.428124018002918,0.0663590550399551
1382,Kelly Faris,-2.686491116310947,0.22513505829820596
1383,Brene Moseley,-3.886505715688738,0.7758792715820712
1384,Noelle Quinn,-2.8444868662649534,0.41468859671845965
1385,Jamie Weisner,-4.519234075072708,0.8378659645235441
1386,Zoi Dimitrakou,-4.86393172909201,0.6745212775086824
1387,Jelena Dubljevic,-4.171067790937005,0.3865655111870155
1388,Alex Harden,-4.0324711683716785,-0.2973788095441926
1389,Ann Wauters,-4.06463055951798,-0.7621934488955384
1390,Krystal Thomas,-3.070129123689633,-2.2877657695384275
1391,Blake Dietrick,-4.7578093953572695,-0.4592006015986205
1392,Jeanette Pohlen-Mavunga,-4.53593695271247,0.8270558583536629
1393,Monica Wright,-4.28875138505491,0.24537463405578902
1394,Rachel Hollivay,-3.748000349548114,-1.5401533444484354
1395,Aneika Morello,-4.624872371244893,-0.9319190429924196
1396,Ruth Hamblin,-4.456011718963518,-0.9534725138675242
1397,Betnijah Laney-Hamilton,-5.054885830876574,0.15560033582052973
1398,Sandrine Gruda,-4.795167763692149,-0.2830788011599459
1399,Abby Bishop,-4.72904070459003,0.04147518983451124
1400,Brianna Kiesel,-4.3872357711834775,0.7177261707787972
1401,Nirra Fields,-5.815821927138968,0.18358502132220716
1402,Whitney Knight,-5.657677910075247,0.19827414238000413
1403,Cierra Burdick,-5.757812837405856,-0.29547608880939247
1404,Frida Eldebrink,-5.360171156121134,0.4672826185964911
1405,Bashaara Graves,-5.984175423530097,-0.7502731468760919
1406,Ameryst Alston,-7.112814055998673,-0.025583609782716277
1407,Avery Warley-Talbert,-5.963012093976962,-0.49679545307562584
